Experiment cluster 
***********************
MOVIE :The Chronicles of Narnia: The Voyage of the Dawn Treader
CLUSTER :29
Evaluation CLUSTERING: 
p20 : 0.0
p50 : 0.0
p100 : 0.0
r20 : 0.0
r50 : 0.0
r100 : 0.0
f20 : 0
f50 : 0
f100 : 0
Evaluation RANKING: 
p20 : 0.0
p50 : 0.0
p100 : 0.0
r20 : 0.0
r50 : 0.0
r100 : 0.0
f20 : 0
f50 : 0
f100 : 0
Thomas Brodie-Sangster : 4
Dave Bautista : 4
Bokeem Woodbine : 4
Bill Paxton : 4
Liam Neeson : 4
Julie White : 4
Shia LaBeouf : 4
Tommy Lee Jones : 4
Marina Sirtis : 4
Jonathan Frakes : 4
Gates McFadden : 4
LeVar Burton : 4
Idris Elba : 4
Max Martini : 4
Paul Giamatti : 4
Shailene Woodley : 4
Theo James : 4
Max von Sydow : 4
Thomas Jane : 4
+++++++++++++++++++++++++++++++++++++++++
 RANKING ACTORS 
Samuel L. Jackson : 1
Tom Hanks : 1
Jim Cummings : 1
Steve Buscemi : 1
Johnny Depp : 1
Woody Harrelson : 1
Ed Harris : 1
Nicolas Cage : 1
Christopher Plummer : 1
Willem Dafoe : 1
Frank Welker : 1
Scarlett Johansson : 1
Robert De Niro : 1
Jason Statham : 1
Matt Damon : 1
Laurence Fishburne : 1
Michael Caine : 1
John Malkovich : 1
Brad Pitt : 1
Will Smith : 1
Arnold Schwarzenegger : 1
Kurt Russell : 1
Liam Neeson : 1
Keith David : 1
Angelina Jolie : 1
Donald Sutherland : 1
Gary Oldman : 1
Bill Hader : 1
Dwayne Johnson : 1
Ryan Reynolds : 1
Stanley Tucci : 1
Jonah Hill : 1
Michael Peña : 1
Tom Cruise : 1
Mark Wahlberg : 1
Danny Glover : 1
Patrick Stewart : 1
Robert Duvall : 1
Harrison Ford : 1
Danny Trejo : 1
Jeff Bennett : 1
Adam Sandler : 1
John Goodman : 1
Keanu Reeves : 1
Alec Baldwin : 1
Ben Stiller : 1
Vin Diesel : 1
Sigourney Weaver : 1
Ron Perlman : 1
John Cleese : 1
Matthew McConaughey : 1
Alan Tudyk : 1
Nicole Kidman : 1
Jeffrey Tambor : 1
John Wayne : 1
Sean Connery : 1
Gerard Butler : 1
Sandra Bullock : 1
Bill Murray : 1
Owen Wilson : 1
Alfred Molina : 1
Rob Paulsen : 1
Tommy Lee Jones : 1
Mark Strong : 1
Ralph Fiennes : 1
J.K. Simmons : 1
Sam Neill : 1
Eddie Marsan : 1
Ian McShane : 1
Julianne Moore : 1
Robin Williams : 1
James Stewart : 1
Antonio Banderas : 1
Charlize Theron : 1
Seth Rogen : 1
Jude Law : 1
Michelle Rodriguez : 1
Harvey Keitel : 1
Patrick Wilson : 1
Ben Affleck : 1
Idris Elba : 1
Andy Serkis : 1
Bill Nighy : 1
Karl Urban : 1
Stellan Skarsgård : 1
James Remar : 1
Richard Jenkins : 1
Robert Downey Jr. : 1
Dee Bradley Baker : 1
Pierce Brosnan : 1
Ray Liotta : 1
Shea Whigham : 1
Bruce Willis : 1
James Franco : 1
Denzel Washington : 1
Timothy Olyphant : 1
Jonathan Pryce : 1
Desmond Llewelyn : 1
John Cusack : 1
Leslie Mann : 1
+++++++++++++++++++++++++++++++++++++++++
***********************
MOVIE :It's Great to Be Young!
CLUSTER :21
Evaluation CLUSTERING: 
p20 : 0.0
p50 : 0.0
p100 : 0.0
r20 : 0.0
r50 : 0.0
r100 : 0.0
f20 : 0
f50 : 0
f100 : 0
Evaluation RANKING: 
p20 : 0.0
p50 : 0.0
p100 : 0.0
r20 : 0.0
r50 : 0.0
r100 : 0.0
f20 : 0
f50 : 0
f100 : 0
Rachel McAdams : 8
Kate Winslet : 8
Scarlett Johansson : 7
Judy Garland : 7
Leslie Mann : 6
Charlyne Yi : 6
Adam Sandler : 6
Anupam Kher : 6
Mila Kunis : 6
Emma Thompson : 6
Diane Keaton : 6
Richard Jenkins : 6
Elvis Presley : 6
Chevy Chase : 5
Amanda Seyfried : 5
Seth Rogen : 5
Jonah Hill : 5
Philip Bosco : 5
Jim Carrey : 5
Bradley Cooper : 5
Zac Efron : 5
Hugh Grant : 5
Jennifer Garner : 5
Allison Janney : 5
Patricia Clarkson : 5
Fred Astaire : 5
Ginger Rogers : 5
Anne Hathaway : 5
Gene Kelly : 5
Eugene Levy : 4
Beverly D'Angelo : 4
Christina Applegate : 4
Emma Roberts : 4
Josh Hutcherson : 4
Bill Hader : 4
Harrison Ford : 4
Julia Roberts : 4
Nicole Kidman : 4
Pierce Brosnan : 4
Emma Stone : 4
Jason Segel : 4
Kristen Wiig : 4
Paul Rudd : 4
Natasha Lyonne : 4
Rob Corddry : 4
Greg Kinnear : 4
Alison Brie : 4
John Lithgow : 4
Anna Kendrick : 4
Danny McBride : 4
Catherine Zeta-Jones : 4
Barry Shabaka Henley : 4
Kristen Bell : 4
Julianne Moore : 4
Gina Gershon : 4
Terry Crews : 4
Timothée Chalamet : 4
Tom Wilkinson : 4
Steve Carell : 4
Kareena Kapoor : 4
Marcia Gay Harden : 4
Patrick Dempsey : 4
Candice Bergen : 4
Reese Witherspoon : 4
Meg Ryan : 4
Jeff Daniels : 4
Michelle Williams : 4
Michelle Pfeiffer : 4
Molly Shannon : 4
Jonathan Pryce : 4
Angela Lansbury : 4
Rosario Dawson : 4
Saoirse Ronan : 4
Jude Law : 4
Keanu Reeves : 4
John Krasinski : 4
Alexandra Daddario : 4
Jason Sudeikis : 4
Ryan Gosling : 4
Dakota Johnson : 4
Hrithik Roshan : 4
Rani Mukerji : 4
Shah Rukh Khan : 4
Bing Crosby : 4
Jane Krakowski : 3
Randy Quaid : 3
Keegan-Michael Key : 3
Ron Livingston : 3
Joel McHale : 3
Dennis Quaid : 3
Polly Holliday : 3
Steve Martin : 3
Tom Welling : 3
Carmen Electra : 3
Hilary Duff : 3
Elisabeth Shue : 3
Penelope Ann Miller : 3
Ron Canada : 3
Mindy Kaling : 3
Olivia Colman : 3
+++++++++++++++++++++++++++++++++++++++++
 RANKING ACTORS 
Steve Buscemi : 1
Samuel L. Jackson : 1
Jim Cummings : 1
Tom Hanks : 1
Johnny Depp : 1
Frank Welker : 1
Robert De Niro : 1
Christopher Plummer : 1
Ed Harris : 1
Woody Harrelson : 1
Willem Dafoe : 1
Scarlett Johansson : 1
Nicolas Cage : 1
Jason Statham : 1
Matt Damon : 1
Michael Caine : 1
Brad Pitt : 1
Laurence Fishburne : 1
Will Smith : 1
John Malkovich : 1
Arnold Schwarzenegger : 1
Angelina Jolie : 1
Liam Neeson : 1
Keith David : 1
Kurt Russell : 1
Dwayne Johnson : 1
Jonah Hill : 1
Gary Oldman : 1
Ryan Reynolds : 1
Adam Sandler : 1
Keanu Reeves : 1
Stanley Tucci : 1
Danny Trejo : 1
Robert Duvall : 1
Danny Glover : 1
Harrison Ford : 1
Jeff Bennett : 1
Bill Hader : 1
Mark Wahlberg : 1
Tom Cruise : 1
John Wayne : 1
Donald Sutherland : 1
James Stewart : 1
Alec Baldwin : 1
Jeffrey Tambor : 1
John Goodman : 1
Michael Peña : 1
Ben Stiller : 1
Patrick Stewart : 1
Nicole Kidman : 1
John Cleese : 1
Gerard Butler : 1
Sigourney Weaver : 1
Ian McShane : 1
Ron Perlman : 1
Mark Strong : 1
Seth Rogen : 1
Alan Tudyk : 1
Rob Paulsen : 1
Ralph Fiennes : 1
Jude Law : 1
Antonio Banderas : 1
Tommy Lee Jones : 1
Bill Murray : 1
Robin Williams : 1
Owen Wilson : 1
Vin Diesel : 1
Matthew McConaughey : 1
Karl Urban : 1
Julianne Moore : 1
Sean Connery : 1
Alfred Molina : 1
Harvey Keitel : 1
Sandra Bullock : 1
Jack Elam : 1
Eddie Marsan : 1
Sam Neill : 1
Idris Elba : 1
Patrick Wilson : 1
Jonathan Pryce : 1
Stellan Skarsgård : 1
Bruce Willis : 1
Robert Downey Jr. : 1
Charlize Theron : 1
J.K. Simmons : 1
George Clooney : 1
James Remar : 1
Shea Whigham : 1
Denzel Washington : 1
Ben Affleck : 1
Ray Liotta : 1
Dee Bradley Baker : 1
Timothy Olyphant : 1
James Franco : 1
John Leguizamo : 1
Michelle Rodriguez : 1
Richard Jenkins : 1
Meryl Streep : 1
Leslie Mann : 1
Sylvester Stallone : 1
+++++++++++++++++++++++++++++++++++++++++
***********************
MOVIE :Shooter
CLUSTER :27
Evaluation CLUSTERING: 
p20 : 0.0
p50 : 0.0
p100 : 0.01
r20 : 0.0
r50 : 0.0
r100 : 0.06666666666666667
f20 : 0
f50 : 0
f100 : 0.017391304347826087
Evaluation RANKING: 
p20 : 0.0
p50 : 0.04
p100 : 0.03
r20 : 0.0
r50 : 0.13333333333333333
r100 : 0.2
f20 : 0
f50 : 0.061538461538461535
f100 : 0.05217391304347826
Tom Cruise : 4
Eddie Marsan : 4
Idris Elba : 4
Judi Dench : 3
Ving Rhames : 3
Jeremy Renner : 3
Simon Pegg : 3
Michelle Monaghan : 3
Maggie Q : 3
Corey Stoll : 3
Angelina Jolie : 3
Stephen Campbell Moore : 3
Joan Allen : 3
J.C. MacKenzie : 3
Mel Gibson : 3
Tom Hollander : 3
Aymen Hamdouchi : 3
Jeremy Strong : 3
James Faulkner : 3
John Goodman : 3
Jeffrey Donovan : 3
John Malkovich : 3
Daniel Craig : 3
Ciarán Hinds : 3
Matt Damon : 3
Victor Garber : 3
William Fichtner : 3
Walter Gotell : 2
Sean Connery : 2
Rick Yune : 2
Rosamund Pike : 2
Josh Holloway : 2
Peter Jacobson : 2
Sarah Wayne Callies : 2
Clint Eastwood : 2
Robert Beatty : 2
Neil McCarthy : 2
Jean Reno : 2
Henry Czerny : 2
Terry Chen : 2
Philip Seymour Hoffman : 2
Jeff Chase : 2
Marton Csokas : 2
James Franco : 2
Scott Glenn : 2
Wendell Pierce : 2
Brian Markinson : 2
Emily Blunt : 2
Adeel Akhtar : 2
Sacha Baron Cohen : 2
Khary Payton : 2
Greg Cipes : 2
Hynden Walch : 2
Scott Menville : 2
Tara Strong : 2
Ben Miles : 2
Juliette Angelo : 2
Matt Smith : 2
Christopher Dyson : 2
Britne Oldford : 2
Karl Urban : 2
Matt Ross : 2
John Carroll Lynch : 2
CCH Pounder : 2
Nicolas Cage : 2
Ruth Bradley : 2
Rachelle Lefevre : 2
Maura Tierney : 2
Richard Madden : 2
Maximiliano Hernández : 2
Michael Socha : 2
Bryan Cranston : 2
Paul Ritter : 2
Terry Kinney : 2
Dave Bautista : 2
Lydia Hull : 2
Sylvester Stallone : 2
Tyler Jon Olson : 2
Titus Welliver : 2
Jaime King : 2
50 Cent : 2
Michael Weatherly : 2
Jonathan Aris : 2
John Hurt : 2
Tim Pigott-Smith : 2
Alec Baldwin : 2
Jason Clarke : 2
Kyle Chandler : 2
Parker Sawyers : 2
Jessica Chastain : 2
Toby Jones : 2
Josh Brolin : 2
Benicio Del Toro : 2
Jake Picking : 2
Raoul Max Trujillo : 2
Aylam Orian : 2
Mark Wahlberg : 2
Colm Meaney : 2
Burn Gorman : 2
Alistair Petrie : 2
+++++++++++++++++++++++++++++++++++++++++
 RANKING ACTORS 
Steve Buscemi : 1
Samuel L. Jackson : 1
Jim Cummings : 1
Tom Hanks : 1
Johnny Depp : 1
Nicolas Cage : 1
Willem Dafoe : 1
Scarlett Johansson : 1
Christopher Plummer : 1
Woody Harrelson : 1
Robert De Niro : 1
Ed Harris : 1
Frank Welker : 1
Michael Caine : 1
Matt Damon : 1
Brad Pitt : 1
Jason Statham : 1
Arnold Schwarzenegger : 1
Laurence Fishburne : 1
John Malkovich : 1
Will Smith : 1
Liam Neeson : 1
Danny Trejo : 1
Stanley Tucci : 1
Dwayne Johnson : 1
Jonah Hill : 1
Angelina Jolie : 1
Gary Oldman : 1
Keith David : 1
Keanu Reeves : 1
Kurt Russell : 1
Robert Duvall : 1
Donald Sutherland : 1
Harrison Ford : 1
Adam Sandler : 1
Tom Cruise : 1
Mark Wahlberg : 1
Ryan Reynolds : 1
Jeff Bennett : 1
Gerard Butler : 1
Alfred Molina : 1
Ben Stiller : 1
Ron Perlman : 1
Nicole Kidman : 1
Danny Glover : 1
Bill Hader : 1
Sean Connery : 1
Alec Baldwin : 1
John Goodman : 1
Patrick Stewart : 1
Mark Strong : 1
John Cleese : 1
Michael Peña : 1
Vin Diesel : 1
James Stewart : 1
Jeffrey Tambor : 1
Jude Law : 1
Ralph Fiennes : 1
Matthew McConaughey : 1
Alan Tudyk : 1
Owen Wilson : 1
Patrick Wilson : 1
John Wayne : 1
Tommy Lee Jones : 1
Stellan Skarsgård : 1
Ian McShane : 1
Antonio Banderas : 1
Charlize Theron : 1
Sigourney Weaver : 1
Rob Paulsen : 1
Idris Elba : 1
Sandra Bullock : 1
Bill Murray : 1
Michelle Rodriguez : 1
J.K. Simmons : 1
Sam Neill : 1
Ben Affleck : 1
Eddie Marsan : 1
Ray Liotta : 1
Seth Rogen : 1
Julianne Moore : 1
Denzel Washington : 1
Harvey Keitel : 1
Jack Elam : 1
Desmond Llewelyn : 1
Pierce Brosnan : 1
John Cusack : 1
Thomas Kretschmann : 1
John Leguizamo : 1
Shea Whigham : 1
James Remar : 1
Timothy Olyphant : 1
Robin Williams : 1
Dee Bradley Baker : 1
Andy Serkis : 1
Colin Farrell : 1
Karl Urban : 1
Jonathan Pryce : 1
Richard Jenkins : 1
Robert Downey Jr. : 1
+++++++++++++++++++++++++++++++++++++++++
***********************
MOVIE :Pixels
CLUSTER :31
Evaluation CLUSTERING: 
p20 : 0.0
p50 : 0.0
p100 : 0.0
r20 : 0.0
r50 : 0.0
r100 : 0.0
f20 : 0
f50 : 0
f100 : 0
Evaluation RANKING: 
p20 : 0.0
p50 : 0.02
p100 : 0.01
r20 : 0.0
r50 : 0.06666666666666667
r100 : 0.06666666666666667
f20 : 0
f50 : 0.030769230769230767
f100 : 0.017391304347826087
Desmond Llewelyn : 11
Samuel L. Jackson : 11
Sean Connery : 9
Vin Diesel : 8
Chris Evans : 8
Zoe Saldana : 8
Ed Harris : 8
Lois Maxwell : 8
Dwayne Johnson : 7
Gary Oldman : 7
Jeff Goldblum : 7
Sigourney Weaver : 7
Zoë Kravitz : 7
Patrick Stewart : 7
Tom Hanks : 6
Kurt Russell : 6
Michelle Rodriguez : 6
Tyrese Gibson : 6
Andy Serkis : 6
Will Smith : 6
Anthony Mackie : 6
Bill Hader : 6
Chris Pratt : 6
Karl Urban : 6
Glenn Morshower : 6
Bernard Lee : 6
T.J. Miller : 6
Laurence Fishburne : 6
James Cromwell : 6
Lance Henriksen : 6
Leonard Nimoy : 6
Milla Jovovich : 6
Arnold Schwarzenegger : 6
Hugh Jackman : 5
Colin Salmon : 5
John Ortiz : 5
Elizabeth Banks : 5
Will Arnett : 5
Clancy Brown : 5
Stellan Skarsgård : 5
Ryan Reynolds : 5
Sam Neill : 5
John Cho : 5
Djimon Hounsou : 5
Keith David : 5
Brent Spiner : 5
Josh Brolin : 5
Michael Dorn : 5
Ron Perlman : 5
Harrison Ford : 5
Alan Tudyk : 5
Dee Bradley Baker : 5
JB Blanc : 5
Toby Jones : 5
Roger Moore : 5
Scarlett Johansson : 5
Robert Downey Jr. : 5
Pierce Brosnan : 4
Ludacris : 4
Temuera Morrison : 4
Tony Shalhoub : 4
Judy Greer : 4
Michael Peña : 4
Woody Harrelson : 4
Maya Rudolph : 4
Charlie Day : 4
Michael Fassbender : 4
Jason Flemyng : 4
James McAvoy : 4
Timothy Olyphant : 4
Emma Thompson : 4
Bruce Greenwood : 4
Anton Yelchin : 4
Simon Pegg : 4
Owen Wilson : 4
Steve Buscemi : 4
William Fichtner : 4
Willem Dafoe : 4
Omar Sy : 4
Dylan O'Brien : 4
Barry Pepper : 4
Thomas Brodie-Sangster : 4
Dave Bautista : 4
Bokeem Woodbine : 4
Bill Paxton : 4
Liam Neeson : 4
Julie White : 4
Shia LaBeouf : 4
Tommy Lee Jones : 4
Marina Sirtis : 4
Jonathan Frakes : 4
Gates McFadden : 4
LeVar Burton : 4
Idris Elba : 4
Max Martini : 4
Paul Giamatti : 4
Shailene Woodley : 4
Theo James : 4
Max von Sydow : 4
Thomas Jane : 4
+++++++++++++++++++++++++++++++++++++++++
 RANKING ACTORS 
Samuel L. Jackson : 1
Steve Buscemi : 1
Jim Cummings : 1
Tom Hanks : 1
Johnny Depp : 1
Nicolas Cage : 1
Scarlett Johansson : 1
Willem Dafoe : 1
Christopher Plummer : 1
Frank Welker : 1
Woody Harrelson : 1
Ed Harris : 1
Robert De Niro : 1
Matt Damon : 1
Michael Caine : 1
Laurence Fishburne : 1
Jason Statham : 1
Brad Pitt : 1
Will Smith : 1
Arnold Schwarzenegger : 1
John Malkovich : 1
Liam Neeson : 1
Angelina Jolie : 1
Jonah Hill : 1
Stanley Tucci : 1
Gary Oldman : 1
Bill Hader : 1
Keith David : 1
Kurt Russell : 1
Dwayne Johnson : 1
Danny Trejo : 1
Donald Sutherland : 1
Ryan Reynolds : 1
Adam Sandler : 1
Jeff Bennett : 1
Harrison Ford : 1
Robert Duvall : 1
Keanu Reeves : 1
Mark Wahlberg : 1
Danny Glover : 1
Tom Cruise : 1
Patrick Stewart : 1
John Goodman : 1
Michael Peña : 1
Alec Baldwin : 1
Gerard Butler : 1
Ben Stiller : 1
John Cleese : 1
Ron Perlman : 1
Matthew McConaughey : 1
Alfred Molina : 1
Ralph Fiennes : 1
Sigourney Weaver : 1
Vin Diesel : 1
Alan Tudyk : 1
Nicole Kidman : 1
Jeffrey Tambor : 1
Rob Paulsen : 1
Sandra Bullock : 1
John Wayne : 1
Sean Connery : 1
Bill Murray : 1
Jude Law : 1
Owen Wilson : 1
Patrick Wilson : 1
Tommy Lee Jones : 1
James Stewart : 1
Mark Strong : 1
Seth Rogen : 1
Sam Neill : 1
Antonio Banderas : 1
Ian McShane : 1
Eddie Marsan : 1
Julianne Moore : 1
J.K. Simmons : 1
Ben Affleck : 1
Harvey Keitel : 1
Idris Elba : 1
Stellan Skarsgård : 1
Michelle Rodriguez : 1
Pierce Brosnan : 1
Richard Jenkins : 1
Robin Williams : 1
John Cusack : 1
Andy Serkis : 1
Denzel Washington : 1
James Remar : 1
Charlize Theron : 1
Dee Bradley Baker : 1
Bill Nighy : 1
Karl Urban : 1
John Leguizamo : 1
Timothy Olyphant : 1
Colin Farrell : 1
Meryl Streep : 1
Ray Liotta : 1
Jonathan Pryce : 1
James Franco : 1
Shea Whigham : 1
Eddie Murphy : 1
+++++++++++++++++++++++++++++++++++++++++
***********************
MOVIE :The Gay Divorcee
CLUSTER :21
Evaluation CLUSTERING: 
p20 : 0.0
p50 : 0.04
p100 : 0.02
r20 : 0.0
r50 : 0.2
r100 : 0.2
f20 : 0
f50 : 0.06666666666666667
f100 : 0.03636363636363636
Evaluation RANKING: 
p20 : 0.0
p50 : 0.0
p100 : 0.0
r20 : 0.0
r50 : 0.0
r100 : 0.0
f20 : 0
f50 : 0
f100 : 0
Rachel McAdams : 8
Kate Winslet : 8
Scarlett Johansson : 7
Judy Garland : 7
Leslie Mann : 6
Charlyne Yi : 6
Adam Sandler : 6
Anupam Kher : 6
Mila Kunis : 6
Emma Thompson : 6
Diane Keaton : 6
Richard Jenkins : 6
Elvis Presley : 6
Chevy Chase : 5
Amanda Seyfried : 5
Seth Rogen : 5
Jonah Hill : 5
Philip Bosco : 5
Jim Carrey : 5
Bradley Cooper : 5
Zac Efron : 5
Hugh Grant : 5
Jennifer Garner : 5
Allison Janney : 5
Patricia Clarkson : 5
Fred Astaire : 5
Ginger Rogers : 5
Anne Hathaway : 5
Gene Kelly : 5
Eugene Levy : 4
Beverly D'Angelo : 4
Christina Applegate : 4
Emma Roberts : 4
Josh Hutcherson : 4
Bill Hader : 4
Harrison Ford : 4
Julia Roberts : 4
Nicole Kidman : 4
Pierce Brosnan : 4
Emma Stone : 4
Jason Segel : 4
Kristen Wiig : 4
Paul Rudd : 4
Natasha Lyonne : 4
Rob Corddry : 4
Greg Kinnear : 4
Alison Brie : 4
John Lithgow : 4
Anna Kendrick : 4
Danny McBride : 4
Catherine Zeta-Jones : 4
Barry Shabaka Henley : 4
Kristen Bell : 4
Julianne Moore : 4
Gina Gershon : 4
Terry Crews : 4
Timothée Chalamet : 4
Tom Wilkinson : 4
Steve Carell : 4
Kareena Kapoor : 4
Marcia Gay Harden : 4
Patrick Dempsey : 4
Candice Bergen : 4
Reese Witherspoon : 4
